0:0:2 | [CMD] ahmet55(6) => /buybus
21:16:13 | RavlyCoder(25): chatý sevmek
21:16:15 | RavlyCoder(25): yazdý
21:16:16 | RavlyCoder(25): :D
21:16:21 | OkanMutlu(8): para skor daðýtalacakmý
21:16:26 | eren1616(7): inþ
21:16:30 | [CMD] OkanMutlu(8) => /karakol
21:16:34 | [CMD] OkanMutlu(8) => /cezaode
21:16:38 | [CMD] OkanMutlu(8) => /karakol
21:16:39 | eren1616(7): cnm ts
21:16:43 | RavlyCoder(25): chatý nasýl sevdiðimi gösterimni abi
21:16:45 | CcCAtakan1907(12) oyuna girdi [IP: 78.190.162.193]
21:16:46 | BeylerBeyi(9) oyuna girdi [IP: 95.6.20.40]
21:16:48 | OkanMutlu(8): olmaz kn
21:16:50 | OkanMutlu(8): olmaz knk
21:16:56 | [CMD] huseyin(10) => /isyeriolustur
21:16:56 | [CMD] OkanMutlu(8) => /rescue
21:16:58 | [CMD] Robin.(17) => /ev
21:17:0 | 
21:17:2 | {FFCC00}CcCAtakan1907(12) {FFFFFF}Kamyoncu olarak spawn oldu.
21:17:3 | [CMD] huseyin(10) => /isyerisil
21:17:3 | [CMD] CcCAtakan1907(12) => /sa
21:17:5 | [CMD] eren1616(7) => /pm 8 sebep
21:17:5 | 
21:17:6 | [CMD] huseyin(10) => /isyeriolustur
21:17:6 | [CMD] eren1616(7) => /as
21:17:7 | CcCAtakan1907(12): emir
21:17:9 | [CMD] eren1616(7) => /get 8
21:17:9 | OkanMutlu(8): son 15 skor kaldo
21:17:12 | [CMD] huseyin(10) => /isyeriolustur
21:17:12 | [CMD] eren1616(7) => /get 8
21:17:12 | CcCAtakan1907(12): gitmiþ emir
21:17:13 | [CMD] eren1616(7) => /get 8
21:17:14 | [CMD] OkanMutlu(8) => /as
21:17:15 | RavlyCoder(25):  Ç U K U R L A N D I N N N NN N N  N N N N N N N N N N N  N N N N N N N N N N  N N N N N N N  N N N N N N N N N N
21:17:18 | CcCAtakan1907(12): noldu öyle
21:17:19 | [CMD] huseyin(10) => /isyeriolustur
21:17:25 | [CMD] huseyin(10) => /isyeriolustur
21:17:27 | RavlyCoder(25): böyle abi
21:17:27 | CcCAtakan1907(12): crash yedim pc kapandý :D
21:17:31 | [LOCAL]OkanMutlu(8): oo hikmettin abi
21:17:31 | [CMD] OkanMutlu(8) => /l oo hikmettin abi
21:17:34 | [CMD] huseyin(10) => /uyar 25 caps kapat + chat kirletme 
21:17:34 | RavlyCoder(25) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:17:38 | [CMD] eren1616(7) => /uyar 25 Caps Off + Harf Uzatma + ßß
21:17:39 | [CMD] huseyin(10) => /isyeriolustur
21:17:46 | [CMD] huseyin(10) => /isyerisil
21:17:47 | [CMD] eren1616(7) => /slap 8
21:17:50 | [CMD] eren1616(7) => /slap 8
21:17:50 | [CMD] huseyin(10) => /isyerisil
21:17:51 | [CMD] huseyin(10) => /isyerisil
21:17:52 | [CMD] eren1616(7) => /slap 8
21:17:52 | [CMD] huseyin(10) => /isyerisil
21:17:53 | CcCAtakan1907(12): crash mý yedi herkes
21:17:54 | [CMD] OkanMutlu(8) => /domal
21:17:55 | [CMD] huseyin(10) => /isyeriolustur
21:17:55 | RavlyCoder(13) oyuna girdi [IP: 176.216.237.119]
21:18:3 | [CMD] huseyin(10) => /isyeriolustur
21:18:4 | 
21:18:4 | [CMD] eren1616(7) => /a what
21:18:4 | OkanMutlu(8): ahýr çekin
21:18:5 | [CMD] huseyin(10) => /isyeriolustur
21:18:5 | {FFCC00}RavlyCoder(13) {FFFFFF}Pilot olarak spawn oldu.
21:18:9 | [CMD] CcCAtakan1907(12) => /gobus
21:18:9 | RavlyCoder(13): HELO GAYS
21:18:10 | [CMD] huseyin(10) => /isyeriolustur
21:18:13 | [CMD] eren1616(7) => /a i 13 silken ile ayný akasý
21:18:14 | BeylerBeyi(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:18:18 | [CMD] huseyin(10) => /a kardeþi
21:18:18 | [CMD] eren1616(7) => /uyar 13 Caps Off
21:18:20 | [CMD] RavlyCoder(13) => /Kemer
21:18:22 | [CMD] eren1616(7) => /a he
21:18:22 | RavlyCoder(13): .-.
21:18:22 | OkanMutlu(8): ahýr çekin
21:18:25 | [CMD] huseyin(10) => /isyeriolustur
21:18:28 | [CMD] RavlyCoder(13) => /engine
21:18:31 | [CMD] huseyin(10) => /isyeriolustur
21:18:33 | [CMD] eren1616(7) => /a hüso bi ahýra gidekmi
21:18:36 | [CMD] huseyin(10) => /isyerisil
21:18:38 | [CMD] huseyin(10) => /isyerisil
21:18:42 | [CMD] huseyin(10) => /isyerisil
21:18:42 | RavlyCoder(13): takla sow
21:18:43 | [CMD] huseyin(10) => /a ndn
21:18:45 | OkanMutlu(8): eren bey
21:18:46 | Robin.(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:18:46 | [CMD] huseyin(10) => /isyeriolustur
21:18:47 | RavlyCoder(13): bum
21:18:48 | {FFCC00}RavlyCoder(13) {FFFFFF}Pilot olarak spawn oldu.
21:18:52 | [CMD] huseyin(10) => /isyerisil
21:18:53 | [CMD] eren1616(7) => /a ahýrcý bi user buldumda
21:18:54 | eren1616(7): ?
21:18:54 | [CMD] huseyin(10) => /isyeriolustur
21:18:59 | [CMD] eren1616(7) => /sac
21:19:0 | [CMD] huseyin(10) => /isyerisil
21:19:2 | [CMD] huseyin(10) => /a hm
21:19:3 | OkanMutlu(8): convoy yapalýmmý
21:19:6 | [CMD] huseyin(10) => /isyerisil
21:19:9 | [CMD] huseyin(10) => /isyerisil
21:19:9 | eren1616(7): dur 2dk
21:19:11 | [CMD] huseyin(10) => /isyerisil
21:19:13 | RavlyCoder(13): herkes
21:19:14 | [CMD] huseyin(10) => /goto 7
21:19:14 | RavlyCoder(13): çýkms
21:19:15 | [CMD] OkanMutlu(8) => /kemer
21:19:17 | [CMD] eren1616(7) => /a getireyimi abi ahýra
21:19:20 | RavlyCoder(13): bende çýkam
21:19:20 | [CMD] eren1616(7) => /fly
21:19:20 | [CMD] huseyin(10) => /a nerde
21:19:24 | [CMD] eren1616(7) => /a þirkete D:
21:19:25 | OkanMutlu(8): bb
21:19:29 | [CMD] huseyin(10) => /goto eren 
21:19:32 | RavlyCoder(13): GÖRÜÞRÜZ GAYS ARKADAÞLARRR C:
21:19:34 | [CMD] huseyin(10) => /a :D
21:19:37 | [LOCAL]eren1616(7): dur
21:19:37 | [CMD] eren1616(7) => /l dur
21:19:38 | [CMD] huseyin(10) => /mute 13 200 Tmm 
21:19:42 | [CMD] huseyin(10) => /dtemizle 
21:19:43 | [CMD] huseyin(10) => /asay2 s  
21:19:45 | [LOCAL]OkanMutlu(8): durdum
21:19:45 | [CMD] OkanMutlu(8) => /l durdum
21:19:47 | [CMD] huseyin(10) => /srespawncars
21:19:49 | RavlyCoder(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:19:50 | [CMD] huseyin(10) => /sac
21:19:54 | [CMD] eren1616(7) => /a gel abi ahýra götürüyom
21:19:55 | [LOCAL]eren1616(7): bin
21:19:55 | [CMD] eren1616(7) => /l bin
21:20:1 | [CMD] huseyin(10) => /a bunu mu 
21:20:4 | [CMD] huseyin(10) => /a görev yapsýn
21:20:4 | [CMD] eren1616(7) => /car inf 0 0
21:20:8 | [CMD] eren1616(7) => /a he :D
21:20:14 | [CMD] OkanMutlu(8) => /kemer
21:20:15 | [CMD] TIRCI(11) => /sa
21:20:16 | [CMD] huseyin(10) => /goto lvls
21:20:19 | [CMD] CcCAtakan1907(12) => /as
21:20:21 | [CMD] OkanMutlu(8) => /as
21:20:21 | [CMD] huseyin(10) => /goto  ls lv
21:20:24 | [CMD] huseyin(10) => /tele
21:20:29 | [LOCAL]OkanMutlu(8): nereye bebek
21:20:29 | [CMD] OkanMutlu(8) => /l nereye bebek
21:20:29 | [CMD] huseyin(10) => /pm lslv
21:20:31 | [CMD] huseyin(10) => /pm lslv s
21:20:33 | [CMD] huseyin(10) => /pm 2 selam 
21:20:34 | [CMD] huseyin(10) => /goto 2 
21:20:37 | [CMD] huseyin(10) => /tele
21:20:38 | [CMD] CcCAtakan1907(12) => /goto 10
21:20:39 | [CMD] huseyin(10) => /tele 10 2
21:20:41 | [CMD] TIRCI(11) => /kemer
21:20:43 | [LOCAL]OkanMutlu(8): nereye bebek
21:20:43 | [CMD] OkanMutlu(8) => /l nereye bebek
21:20:44 | [LOCAL]OkanMutlu(8): nereye bebek
21:20:44 | [CMD] OkanMutlu(8) => /l nereye bebek
21:20:45 | [LOCAL]OkanMutlu(8): nereye bebek
21:20:45 | [CMD] OkanMutlu(8) => /l nereye bebek
21:20:46 | [LOCAL]OkanMutlu(8): nereye bebek
21:20:46 | [CMD] OkanMutlu(8) => /l nereye bebek
21:20:48 | [CMD] huseyin(10) => /goto 2 
21:20:49 | TIRCI(11): sw ye noldu beya boselmýs 
21:20:52 | [CMD] huseyin(10) => /ahirjob 2
21:20:59 | [CMD] huseyin(10) => /tele 10 2
21:21:2 | [CMD] huseyin(10) => /ahirjob 2
21:21:4 | [CMD] huseyin(10) => /ahirjob 1
21:21:4 | [CMD] eren1616(7) => /get okan
21:21:13 | [CMD] huseyin(10) => /goto okan 
21:21:16 | [CMD] eren1616(7) => /get okan
21:21:19 | TIRCI(11): alo 
21:21:19 | [CMD] huseyin(10) => /myskin 181
21:21:21 | OkanMutlu(8): can versenize
21:21:25 | [CMD] huseyin(10) => /cantazele
21:21:27 | CcCAtakan1907(12): crash yemiþtim ben sonra geldim bomboþ
21:21:27 | huseyin(10): crash yediler
21:21:31 | [CMD] eren1616(7) => /car inf 0 0
21:21:39 | [CMD] eren1616(7) => /get 8
21:21:43 | [LOCAL]eren1616(7): bin
21:21:43 | [CMD] eren1616(7) => /l bin
21:21:46 | [CMD] huseyin(10) => /car inf 126 126 
21:21:46 | [CMD] CcCAtakan1907(12) => /gobus
21:21:46 | [LOCAL]eren1616(7): bin
21:21:46 | [CMD] eren1616(7) => /l bin
21:21:48 | [CMD] eren1616(7) => /get 8
21:21:49 | TIRCI(11): bende yemýsým yemek yerken 
21:21:51 | [CMD] huseyin(10) => /vtamir
21:21:52 | [CMD] huseyin(10) => /fps
21:21:53 | [CMD] TIRCI(11) => /work
21:21:55 | [CMD] OkanMutlu(8) => /31
21:21:59 | [CMD] eren1616(7) => /get 8
21:22:3 | [CMD] huseyin(10) => /fps
21:22:5 | OkanMutlu(8): anim kapatma nasýl
21:22:10 | huseyin(10):  /animkapat
21:22:12 | TIRCI(11):  /animkapat
21:22:13 | [LOCAL]eren1616(7): bin
21:22:13 | [CMD] eren1616(7) => /l bin
21:22:18 | [LOCAL]eren1616(7): bin
21:22:18 | [CMD] eren1616(7) => /l bin
21:22:19 | OkanMutlu(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:22:22 | [CMD] eren1616(7) => /atamir
21:22:22 | TIRCI(11): dans yapýyosan býra ýýcyosan f bas
21:22:24 | [CMD] eren1616(7) => /get okan
21:22:31 | [CMD] eren1616(7) => /a dayanamadý /q çekti :D
21:22:34 | [CMD] CcCAtakan1907(12) => /rescue
21:22:34 | [CMD] huseyin(10) => /a :D
21:22:36 | [CMD] huseyin(10) => /vtamir
21:22:38 | [CMD] CcCAtakan1907(12) => /meslek
21:22:39 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 466 Saniye
21:22:40 | {FFCC00}CcCAtakan1907(12) {FFFFFF}Pilot olarak spawn oldu.
21:22:47 | [CMD] CcCAtakan1907(12) => /rescue
21:22:48 | OkanMutlu(8) oyuna girdi [IP: 94.123.93.101]
21:22:58 | [CMD] eren1616(7) => /a sumo güreþi yapakmý hüso arabalarla :D
21:23:2 | [CMD] CcCAtakan1907(12) => /work
21:23:4 | 
21:23:10 | {FFCC00}OkanMutlu(8) Otobus Soforu olarak spawn oldu.
21:23:12 | [CMD] huseyin(10) => /a birazdan cýkýcam bn
21:23:14 | [CMD] OkanMutlu(8) => /sa
21:23:19 | [CMD] huseyin(10) => /as
21:23:21 | [CMD] huseyin(10) => /cleanupcars
21:23:22 | [CMD] CcCAtakan1907(12) => /as
21:23:23 | [CMD] OkanMutlu(8) => /rescue
21:23:23 | [CMD] eren1616(7) => /get 8
21:23:24 | [CMD] DarkFlow(6) => /as
21:23:26 | [CMD] huseyin(10) => /basarimlar
21:23:28 | [LOCAL]eren1616(7): bin
21:23:28 | [CMD] eren1616(7) => /l bin
21:23:29 | [CMD] eren1616(7) => /get 8
21:23:30 | [CMD] TIRCI(11) => /as
21:23:33 | [LOCAL]eren1616(7): bin
21:23:33 | [CMD] eren1616(7) => /l bin
21:23:36 | [CMD] eren1616(7) => /atamir
21:23:40 | OkanMutlu(8): eren bey çekmeyin yanýnýza istemiyorum
21:23:42 | [LOCAL]eren1616(7): bin lo bin
21:23:42 | [CMD] eren1616(7) => /l bin lo bin
21:23:42 | [CMD] OkanMutlu(8) => /rescue
21:23:43 | [CMD] DarkFlow(6) => /sirket
21:23:48 | TIRCI(11): hg
21:23:51 | [CMD] TIRCI(11) => /work
21:23:54 | eren1616(7): sus senin konuþmaya hakkýn yok
21:23:56 | [CMD] huseyin(10) => /sac
21:24:0 | [CMD] OkanMutlu(8) => /work
21:24:1 | eren1616(7): ahýr a gidicez
21:24:6 | [CMD] eren1616(7) => /get 8
21:24:13 | [LOCAL]eren1616(7): oha yavaþ deve
21:24:13 | [CMD] eren1616(7) => /l oha yavaþ deve
21:24:15 | [CMD] huseyin(10) => /cantazele
21:24:20 | [CMD] eren1616(7) => /get 8
21:24:23 | [CMD] huseyin(10) => /apara 50000000 
21:24:24 | [CMD] eren1616(7) => /get 8
21:24:24 | [ANTIHACK] Þüpheli OkanMutlu(8) => Airbreak-hack
21:24:26 | OkanMutlu(8): eren beyden þikayetçiyim
21:24:33 | eren1616(7): þþþ
21:24:34 | OkanMutlu(8): otobüse bakýn naptý
21:24:39 | [CMD] CcCAtakan1907(12) => /work
21:24:41 | eren1616(7): allah çarptý
21:24:42 | xqHost(9) oyuna girdi [IP: 176.33.167.164]
21:24:48 | [CMD] eren1616(7) => /get 8
21:24:50 | 
21:24:52 | {FFCC00}xqHost(9) {FFFFFF}Kamyoncu olarak spawn oldu.
21:24:53 | [CMD] xqHost(9) => /sa
21:24:54 | [CMD] xqHost(9) => /rescue
21:24:55 | [CMD] eren1616(7) => /slap 8
21:24:55 | OkanMutlu(8): düzeltin la kaldým böyle
21:24:56 | (BANKA) huseyin(10) 2250 nolu banka hesabina 59000000$ yatirdi.
21:24:56 | [CMD] eren1616(7) => /as
21:24:56 | [CMD] TIRCI(11) => /as
21:24:56 | [CMD] OkanMutlu(8) => /as
21:24:58 | [CMD] xqHost(9) => /gobus
21:25:2 | huseyin(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:25:2 | TIRCI(11): hg xqhost
21:25:6 | [LOCAL]eren1616(7): keke bin
21:25:6 | [CMD] eren1616(7) => /l keke bin
21:25:9 | [CMD] CcCAtakan1907(12) => /admins
21:25:10 | xqHost(9): hb
21:25:12 | [CMD] OkanMutlu(8) => /rescu
21:25:13 | [CMD] xqHost(9) => /convoy
21:25:15 | [CMD] CcCAtakan1907(12) => /rehberler
21:25:16 | [CMD] OkanMutlu(8) => /rescue
21:25:18 | [CMD] CcCAtakan1907(12) => /djler
21:25:18 | Tuan_Tiniay(10) oyuna girdi [IP: 88.246.192.191]
21:25:18 | [CMD] OkanMutlu(8) => /rescue
21:25:19 | [CMD] DarkFlow(6) => /as
21:25:20 | [LOCAL]eren1616(7): knk bin
21:25:20 | [CMD] eren1616(7) => /l knk bin
21:25:22 | [CMD] xqHost(9) => /kemer
21:25:29 | [CMD] eren1616(7) => /pm 8 bin knk bin
21:25:32 | OkanMutlu(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:25:34 | [CMD] TIRCI(11) => /admins
21:25:38 | 
21:25:39 | [CMD] eren1616(7) => /get 8
21:25:39 | [CMD] DarkFlow(6) => /work
21:25:40 | {FFCC00}Tuan_Tiniay(10) {FFFFFF}Kamyoncu olarak spawn oldu.
21:25:42 | [CMD] Tuan_Tiniay(10) => /sa
21:25:43 | [CMD] xqHost(9) => /as
21:25:44 | [CMD] xqHost(9) => /hava 22
21:25:45 | [CMD] TIRCI(11) => /as
21:25:46 | [CMD] xqHost(9) => /Saat 10
21:25:49 | [CMD] xqHost(9) => /hava 10
21:25:49 | [CMD] DarkFlow(6) => /as
21:25:49 | TIRCI(11): hg tuana
21:25:51 | [CMD] xqHost(9) => /saat 22
21:25:52 | Tuan_Tiniay(10): eyw
21:26:1 | [CMD] Tuan_Tiniay(10) => /araba
21:26:4 | [CMD] CcCAtakan1907(12) => /work
21:26:5 | OkanMutlu(8) oyuna girdi [IP: 94.123.93.101]
21:26:10 | [CMD] eren1616(7) => /get 8
21:26:17 | [LOCAL]eren1616(7): bin gezek loooooooooooooooooo
21:26:17 | [CMD] eren1616(7) => /l bin gezek loooooooooooooooooo
21:26:17 | 
21:26:20 | [CMD] eren1616(7) => /get 8
21:26:21 | {FFCC00}OkanMutlu(8) Otobus Soforu olarak spawn oldu.
21:26:22 | TIRCI(11): ula ustune ýnmeyým dýye 
21:26:23 | [CMD] eren1616(7) => /get 8
21:26:26 | [CMD] OkanMutlu(8) => /rescue
21:26:27 | [CMD] DarkFlow(6) => /asiriyuk
21:26:27 | CcCAtakan1907(12): :D
21:26:29 | [LOCAL]eren1616(7): bin gezek loooooooooooooooooo
21:26:29 | [CMD] eren1616(7) => /l bin gezek loooooooooooooooooo
21:26:31 | [CMD] eren1616(7) => /get 8
21:26:34 | [LOCAL]eren1616(7): bin gezek loooooooooooooooooo
21:26:34 | [CMD] eren1616(7) => /l bin gezek loooooooooooooooooo
21:26:37 | OkanMutlu(8): eren çekme þikayet açacam bak ya
21:26:41 | [CMD] OkanMutlu(8) => /rescue
21:26:43 | [CMD] TIRCI(11) => /work
21:26:45 | eren1616(7) OkanMutlu(8)'a 1000000$ para gönderdi
21:26:45 | [CMD] eren1616(7) => /paragonder 8 1000000
21:26:46 | [CMD] xqHost(9) => /work
21:26:55 | [CMD] eren1616(7) => /pm 8 mal sana kumarhane alýcam
21:26:58 | [CMD] eren1616(7) => /pm 8 gerizekalý
21:27:1 | [CMD] xqHost(9) => /asiriyuk
21:27:1 | TIRCI(11): okan bey ss alarak foruma yonetýcý sýkayete konu acabýlýrýsnýz
21:27:11 | [CMD] OkanMutlu(8) => /pm 7 bir görev yapam alýrsýn sonra
21:27:12 | eren1616(7): týrcý arkadþým knk 
21:27:16 | TIRCI(11): he
21:27:17 | [CMD] xqHost(9) => /tamir
21:27:19 | [CMD] CcCAtakan1907(12) => /work
21:27:19 | eren1616(7): merak etme :D
21:27:28 | [CMD] OkanMutlu(8) => /work
21:27:34 | [CMD] eren1616(7) => /pm 8 gel satýn al git
21:27:35 | [CMD] OkanMutlu(8) => /goreviptal
21:27:38 | [CMD] OkanMutlu(8) => /work
21:27:46 | TIRCI(11): eren pursa sporlusn dýmý 
21:27:46 | [CMD] OkanMutlu(8) => /pm 7 tamam 
21:27:49 | [CMD] eren1616(7) => /pm 8 arabada alayým
21:27:49 | [CMD] xqHost(9) => /sigara2
21:27:50 | [CMD] OkanMutlu(8) => /goreviptal
21:27:51 | [CMD] eren1616(7) => /get 8
21:27:52 | nik0tin(13) oyuna girdi [IP: 88.251.106.158]
21:27:57 | [CMD] eren1616(7) => /get 8
21:28:0 | [CMD] OkanMutlu(8) => /pm 7 çekcemisin
21:28:0 | [LOCAL]eren1616(7): bin
21:28:0 | [CMD] eren1616(7) => /l bin
21:28:0 | [CMD] xqHost(9) => /sigara1
21:28:3 | [CMD] xqHost(9) => /sigara1
21:28:5 | [CMD] eren1616(7) => /atamir
21:28:6 | TIRCI(11): 2 mac sonra kume duscenýoz :D
21:28:7 | [CMD] xqHost(9) => /sigara2
21:28:8 | [CMD] xqHost(9) => /sigara2
21:28:11 | [LOCAL]eren1616(7): bin
21:28:11 | [CMD] eren1616(7) => /l bin
21:28:12 | [CMD] xqHost(9) => /sigara2
21:28:13 | eren1616(7): kim la
21:28:15 | [CMD] OkanMutlu(8) => /pm 7 hay lagým
21:28:17 | TIRCI(11): sýz
21:28:17 | OkanMutlu(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:28:19 | 
21:28:22 | {FFCC00}nik0tin(13) {FFFFFF}Kamyoncu olarak spawn oldu.
21:28:23 | eren1616(7): busamý ?
21:28:24 | [CMD] nik0tin(13) => /sa
21:28:25 | [CMD] DarkFlow(6) => /as
21:28:25 | TIRCI(11): evet
21:28:26 | [CMD] xqHost(9) => /as
21:28:27 | [CMD] TIRCI(11) => /as
21:28:28 | [CMD] eren1616(7) => /as
21:28:29 | TIRCI(11): hg nýko
21:28:30 | [CMD] CcCAtakan1907(12) => /as
21:28:31 | [CMD] nik0tin(13) => /admgiris
21:28:32 | eren1616(7): allaha öyle duruyo :D
21:28:35 | DarkFlow(6): dres
21:28:35 | nik0tin(13): hb
21:28:44 | [CMD] TIRCI(11) => /work
21:28:47 | DarkFlow(6): duyuru res
21:28:49 | [CMD] xqHost(9) => /tamir
21:28:50 | [CMD] nik0tin(13) => /admgiris 
21:28:58 | eren1616(7): düþersek düþelim bana etki etmez hala aþýðým ona
21:28:59 | [CMD] nik0tin(13) => /dtemizle 
21:29:0 | [CMD] nik0tin(13) => /dtemizle 
21:29:0 | TIRCI(11): ebnde bursada oturyom 
21:29:4 | [CMD] nik0tin(13) => /asay2 . 
21:29:5 | OkanMutlu(8) oyuna girdi [IP: 94.123.93.101]
21:29:10 | eren1616(7): nerde
21:29:16 | TIRCI(11): duusunde býletler ucuzlar :D
21:29:20 | eren1616(7): :D
21:29:28 | [CMD] eren1616(7) => /get okan
21:29:41 | nik0tin(13): benim bursalý arkadaþým vardý yaþar diye 
21:29:44 | OkanMutlu(8) oyundan cIktI (Hata/Crash) (IP: 94.123.93.101)
21:29:51 | eren1616(7): bursada bi sürü yaþar var :D
21:29:55 | [CMD] eren1616(7) => /get okan
21:29:58 | nik0tin(13): yaþar ramiz 
21:29:59 | TIRCI(11): kasarda avr :D
21:30:3 | eren1616(7): :D
21:30:12 | [CMD] eren1616(7) => /sirket
21:30:13 | nik0tin(13): sende biliyon iþi týrcý 
21:30:25 | [CMD] eren1616(7) => /sirket
21:30:27 | OkanMutlu(8) oyuna girdi [IP: 94.123.93.101]
21:30:30 | TIRCI(11): bugunokul donusu kasar kavgasý vardý ýzledým :D
21:30:44 | TIRCI(11): oh nasýl yoluyo sacýný 
21:30:47 | [CMD] nik0tin(13) => /araba 
21:31:7 | nik0tin(13): eskiden ilkokulda olurdu o zaman emoluk modaydý 
21:31:16 | Jawex1(14) oyuna girdi [IP: 85.108.2.101]
21:31:19 | OkanMutlu(8) oyundan cIktI (Hata/Crash) (IP: 94.123.93.101)
21:31:23 | [CMD] xqHost(9) => /fps
21:31:33 | [CMD] xqHost(9) => /fps
21:31:35 | {FFCC00}Jawex1(14) Otobus Soforu olarak spawn oldu.
21:31:39 | OkanMutlu(8) oyuna girdi [IP: 94.123.93.101]
21:31:40 | TIRCI(11): ben beklýyodum kýyafetýný falan yýrtar ama yýrtmadý be 
21:31:46 | Jawex1(14): sa
21:31:48 | [CMD] TIRCI(11) => /as
21:31:49 | [CMD] xqHost(9) => /as
21:31:50 | TIRCI(11): hg
21:31:52 | [CMD] DarkFlow(6) => /as
21:31:53 | nik0tin(13):  /sa /as 
21:31:54 | [CMD] nik0tin(13) => /as 
21:31:55 | TIRCI(11):  /as/sa
21:31:56 | Jawex1(14): h.b
21:31:57 | xqHost(9): amdin araç res
21:31:58 | [CMD] Jawex1(14) => /sa
21:32:0 | [CMD] TIRCI(11) => /as
21:32:2 | nik0tin(13): 1dk 
21:32:4 | DarkFlow(6):  /kurallar
21:32:8 | [CMD] eren1616(7) => /atamir
21:32:16 | OkanMutlu(8) oyundan cIktI (Hata/Crash) (IP: 94.123.93.101)
21:32:22 | [CMD] nik0tin(13) => /asay Araç Res Geliyor ...    
21:32:23 | [CMD] nik0tin(13) => /asay Araç Res Geliyor ...    
21:32:25 | [CMD] nik0tin(13) => /asay Yeni Baþlayan Oyuncularýmýz "/kurallar" Kabul Ederek 5 Skor 30.000$ Alabilirler.   
21:32:29 | [CMD] nik0tin(13) => /respawncars 
21:32:29 | [CMD] nik0tin(13) => /cantazele 
21:32:33 | _EmiiR(8) oyuna girdi [IP: 159.146.14.37]
21:32:33 | [CMD] Jawex1(14) => /Kurallar
21:32:40 | 
21:32:42 | {FFCC00}_EmiiR(8) Otobus Soforu olarak spawn oldu.
21:32:44 | _EmiiR(8): jawex
21:32:47 | Jawex1(14): ey
21:32:49 | [CMD] _EmiiR(8) => /pm 14 /rescue yaz
21:32:52 | [CMD] _EmiiR(8) => /pm 14 /rescue yaz ordan san fierroyu sec
21:32:53 | [CMD] _EmiiR(8) => /rescue
21:32:58 | [CMD] Jawex1(14) => /rescue
21:33:2 | [CMD] CcCAtakan1907(12) => /adminol
21:33:3 | [CMD] CcCAtakan1907(12) => /adminol
21:33:5 | [CMD] TIRCI(11) => /kemer
21:33:5 | [CMD] _EmiiR(8) => /convoy
21:33:6 | [LOCAL]Jawex1(14): mk bu ne
21:33:6 | [CMD] Jawex1(14) => /L mk bu ne
21:33:7 | xqHost(9): ß
21:33:8 | CcCAtakan1907(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:33:8 | [CMD] TIRCI(11) => /work
21:33:8 | xqHost(9): ß
21:33:9 | [LOCAL]_EmiiR(8): AS;da
21:33:9 | [CMD] _EmiiR(8) => /l AS;da
21:33:10 | [LOCAL]_EmiiR(8): boþ yapma
21:33:10 | [CMD] _EmiiR(8) => /l boþ yapma
21:33:13 | [CMD] _EmiiR(8) => /convoysifre
21:33:16 | [CMD] eren1616(7) => /pm 8 kardeþ çift hesap yasak biliyosun dimi ?
21:33:16 | [CMD] xqHost(9) => /convoy
21:33:17 | [CMD] Jawex1(14) => /Convoy
21:33:20 | [CMD] eren1616(7) => /atamir
21:33:25 | [CMD] _EmiiR(8) => /pm 7 cift hesap ?
21:33:25 | OkanMutlu(12) oyuna girdi [IP: 94.123.93.101]
21:33:27 | [LOCAL]Jawex1(14): burda amaç ne
21:33:27 | [CMD] Jawex1(14) => /L burda amaç ne
21:33:33 | [CMD] _EmiiR(8) => /l 
21:33:34 | [CMD] eren1616(7) => /aka 8
21:33:35 | [LOCAL]_EmiiR(8): meslek sunucusu olum
21:33:35 | [CMD] _EmiiR(8) => /l  meslek sunucusu olum
21:33:40 | [CMD] _EmiiR(8) => /pm 7 cift hesap ? nediyon
21:33:43 | [LOCAL]_EmiiR(8): arac al
21:33:43 | [CMD] _EmiiR(8) => /l arac al
21:33:45 | [LOCAL]Jawex1(14): adam kesemiyozmu
21:33:45 | [CMD] Jawex1(14) => /L adam kesemiyozmu
21:33:49 | [LOCAL]_EmiiR(8): arac al /modifiye ile modifiye et
21:33:49 | [CMD] _EmiiR(8) => /l arac al /modifiye ile modifiye et
21:33:50 | [CMD] xqHost(9) => /tamir
21:33:51 | [CMD] eren1616(7) => /pm 8 EmiiR adlý hasbýnda var
21:33:51 | [LOCAL]_EmiiR(8): arac al /modifiye ile modifiye et
21:33:51 | [CMD] _EmiiR(8) => /l arac al /modifiye ile modifiye et
21:33:52 | [LOCAL]_EmiiR(8): arac al /modifiye ile modifiye et
21:33:52 | [CMD] _EmiiR(8) => /l arac al /modifiye ile modifiye et
